0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
398,794285.4658,542825.8757,794197.5758,542737.9857,-2.2545,-4.0939,1.3283,-5.018,5.043,2.425,2.1592,-2.7611,7.4861,-2.3011,0.21309,-1.4496,-4.899,-0.057499,0.33975,-1.8635,-0.33052,2.778,-0.22288,2.8781
446,1923882.061,394571.2069,1923794.171,394483.3169,0.17705,-0.14303,3.5339,-0.84772,4.4562,4.7437,7.0849,0.91535,-9.1774,-3.5237,0.10235,1.7349,-0.48922,2.412,4.3524,-2.1434,0.23018,3.7941,0.18987,2.651
501,998325.3462,265718.4001,998237.4562,265630.5101,8.9834,2.2315,3.1442,-2.809,5.0591,4.1807,2.3213,-1.881,8.533,-0.96506,0.44348,7.2825,-0.14049,4.1561,-1.0792,-3.9887,-0.79421,4.1642,-1.2724,2.8421
562,596318.2567,265718.4001,596230.3667,265630.5101,2.1647,1.3476,6.868,0.86823,6.2038,-7.4212,5.7148,-0.40005,1.5226,-4.5832,1.0719,-1.3781,4.96,-2.8884,2.1684,-2.5901,-0.36026,2.9553,-1.0347,2.9646
630,456071.4935,180938.7515,455983.6035,180850.8615,4.0222,-1.7209,8.315,-2.445,4.3158,3.1004,1.3509,-4.1385,2.4952,-4.4507,3.0672,-2.9073,2.2,2.3798,1.4567,-0.15961,-0.42529,4.1279,-1.0651,3.0861
707,548861.3511,129608.8116,548773.4611,129520.9216,3.2993,6.334,3.9783,1.6143,5.3176,4.95,3.9033,0.2248,2.0388,-4.5955,-0.0165,-0.30002,-4.1173,3.0173,0.67659,-2.5712,-0.22306,3.2892,-1.1337,2.8572
794,469580.6881,97287.01891,469492.7981,97199.12891,3.4513,3.7001,5.6348,-1.4085,3.7344,-3.9043,8.6217,-4.8952,4.4845,-5.9446,6.0996,7.7005,2.2417,2.3421,-0.30958,-2.4088,0.042034,3.4235,-0.86786,3.0923
891,139310.1591,91292.01262,139222.2691,91204.12262,4.0896,-2.0624,6.3975,4.9924,0.86743,7.5893,-1.0741,5.1637,-4.2316,-0.8165,-4.2956,0.26734,1.2174,1.8252,-1.1306,-1.499,-0.5321,3.4498,-1.0575,3.0335
1000,108953.4226,65019.39068,108865.5326,64931.50068,0.16649,13.562,5.6767,3.1947,1.9391,0.07701,3.2683,-1.824,4.888,-2.6102,0.54385,-1.2945,2.7452,-0.22172,-0.58128,-1.557,-0.13721,3.4737,-0.94421,3.1365
1122,90408.16115,55780.60618,90320.27115,55692.71618,4.4246,1.7226,6.5778,1.8819,4.3428,-2.7139,3.9095,-5.6634,-0.98386,-2.7468,1.4912,-3.0442,4.853,1.2834,-0.58525,-1.3141,-0.32449,3.1572,-1.1306,3.0241
1258,152020.1397,55421.02131,151932.2497,55333.13131,0.53195,3.7459,2.757,-0.90313,5.5077,5.2958,2.4671,-1.8339,1.2158,-0.73326,2.0926,-1.1327,0.28543,0.0030469,-1.0029,-1.0186,-0.50768,3.2514,-1.2425,3.1642
1412,80379.86773,34137.97805,80291.97773,34050.08805,6.9974,0.24867,7.247,-1.1004,7.539,2.0876,9.7908,5.678,-3.4279,-0.91864,2.2073,-4.3924,2.845,0.46863,-0.75288,-1.4578,-0.42029,3.2835,-1.2164,2.9601
1584,53109.07361,34137.97805,53021.18361,34050.08805,-5.3149,-2.4249,3.8089,-4.5498,2.291,4.3049,8.2461,0.76841,-0.31398,2.1253,0.5815,-2.0626,1.7889,0.2436,-0.73133,-1.3475,-0.41781,3.2605,-1.1281,2.9356
1778,900835.9619,21556.50125,900748.0719,21468.61125,-1.0497,4.7011,0.85476,5.2393,7.1712,1.5378,0.1981,0.71947,-3.6095,-0.69486,1.8064,-2.6918,3.1988,1.1678,-0.45253,-1.3906,0.62594,5.204,-1.0455,3.0128
1995,24253.6266,15244.16243,24165.7366,15156.27243,7.6249,3.8549,15.317,5.0765,7.7779,-3.0959,1.5718,1.3885,-2.4161,0.14289,1.0462,-2.4118,3.2352,1.2642,-0.89937,-1.413,-0.39216,3.2347,-0.96283,3.0198
2000,21943.22378,15244.16243,21855.33378,15156.27243,1.2491,1.1951,8.5594,1.0257,5.6009,-0.91562,2.4149,-2.2407,-1.4288,0.40019,1.5495,-1.575,3.5479,0.86165,-0.65278,-1.4629,-0.45138,3.2645,-1.0233,3.0445
2238,18817.92403,8022.480822,18730.03403,7934.590822,-3.3659,5.1742,2.8756,6.0737,-1.5135,-2.6215,2.656,2.8498,-2.0002,0.25968,2.6876,-2.5677,2.822,0.35997,-0.51302,-1.5449,-0.51421,3.2531,-0.96234,2.9929
2511,7219.324803,7093.581233,7131.434803,7005.691233,7.1532,2.5335,6.0576,-1.6268,3.1875,-1.6337,0.65375,0.78469,-4.7602,3.1113,2.3467,-2.6508,3.1361,0.84927,-0.53468,-1.5037,-0.35068,3.3046,-0.96998,3.0198
2818,6605550.024,5260.590044,6605462.134,5172.700044,1.3912,6.125,8.1349,5.7024,3.2523,-2.7322,1.8209,1.8224,-3.1478,1.155,2.789,-2.0935,3.0126,0.84776,-0.54292,-1.5237,-0.41606,5.2587,-0.98116,5.2885
3162,2900955.485,4174.798648,2900867.595,4086.908648,3.918,3.4474,7.9388,-4.6413,1.9439,2.8723,0.36061,2.3655,-3.744,3.2873,2.5842,-2.2411,3.0713,0.89688,-0.54243,-1.5299,-0.43996,3.3174,-0.96806,4.829
3548,2906.911267,2520.349624,2819.021267,2432.459624,1.9105,1.7612,4.0628,-0.30277,0.010373,-0.47918,-0.068454,2.0848,-2.6356,3.3261,2.4443,-1.8421,3.1503,0.87185,-0.53524,-1.5734,-0.40194,3.305,-0.98014,3.0183
3981,1852.925888,1256.101469,1765.035888,1168.211469,1.134,8.2041,2.1315,-1.0926,1.5341,-0.39057,-0.89906,0.92251,-2.0206,3.0977,2.631,-1.9677,2.8284,0.8886,-0.64805,-1.594,-0.38341,3.3112,-0.98361,3.0165
4466,1185.692535,952.5965485,1097.802535,864.7065485,2.3302,4.2756,5.1393,-0.68584,-0.36799,0.63603,-2.3241,1.0084,-2.7016,3.0605,2.5874,-2.0167,2.8388,0.8946,-0.61056,-1.5365,-0.47426,3.3106,-0.98341,3.0196
5011,8585.890281,594.1639522,8498.000281,506.2739522,1.9555,5.7059,5.2136,0.18981,-1.3677,-0.1484,-3.7817,1.9326,-3.2714,5.0259,2.5338,-3.2626,2.2513,0.88854,-0.62739,-1.5323,-0.43823,3.3131,-0.97892,3.017
5623,533.8005175,411.203241,445.9105175,323.313241,0.51544,8.1112,4.2466,-0.83883,-2.1892,0.29385,-2.149,1.5679,-3.1135,3.4052,2.7162,-2.1356,2.869,0.88255,-0.64617,-1.5282,-0.43754,3.3331,-0.98001,3.0136
6309,411.203241,272.8616561,323.313241,184.9716561,-0.21843,5.8818,2.5701,-2.3138,-2.2243,0.74763,-2.5176,1.4062,-2.2514,3.3787,2.5304,-2.154,2.7856,0.90359,-0.71191,-1.5205,-0.43903,3.3312,-0.98489,3.0167
7079,224.0767551,134.804803,136.1867551,46.91480305,1.1739,5.566,3.2262,-2.4487,-2.6086,0.18698,-2.7377,1.3621,-2.6451,3.3377,2.7298,-2.2051,2.809,0.92567,-0.70909,-1.5363,-0.44141,3.3378,-0.98438,3.0149
7943,129.993122,73.23643067,42.10312198,-14.65356933,2.1029,4.3103,1.3292,-3.1346,-2.7524,0.12413,-2.9676,1.5645,-2.6133,3.36,2.7363,-2.1843,2.8568,0.95916,-0.67642,-1.5449,-0.4424,3.3462,-0.98388,3.0135
8912,41.84736422,37.68143302,-46.04263578,-50.20856698,-0.47439,3.4977,0.63656,-1.5951,-3.0604,-0.5094,-2.5871,1.4844,-2.541,3.4376,2.6031,-2.1597,2.8856,0.96291,-0.67786,-1.5566,-0.44167,3.3382,-0.98463,3.0144
10000,27.45054841,25.63021193,-60.43945159,-62.25978807,-0.019333,3.3257,1.0149,-2.1095,-3.2243,-0.48626,-2.7556,1.5056,-2.6007,3.4284,2.6284,-2.1474,2.8791,0.98271,-0.67909,-1.5567,-0.44183,3.3387,-0.98468,3.0145
11220,2259.588761,22.52613743,2171.698761,-65.36386257,2.0371,3.1993,-0.18373,-2.543,-3.2192,-0.47297,-2.837,1.492,-0.11996,3.4408,2.6348,-2.1564,2.88,0.97462,-0.68384,-1.5583,-0.442,3.3379,-0.98473,3.014
12589,20.69269982,19.14748647,-67.19730018,-68.74251353,0.81165,3.501,1.4111,-2.1593,-2.9111,-0.58946,-2.8917,1.46,-2.5687,3.4588,2.6488,-2.1309,2.8787,0.97653,-0.68339,-1.5592,-0.44217,3.3379,-0.98468,3.0141
14125,19.7102457,18.35243531,-68.1797543,-69.53756469,0.07073,3.7837,1.2078,-2.165,-3.0259,-0.68856,-2.8658,1.4928,-2.5633,3.4474,2.6284,-2.1303,2.8858,0.97785,-0.68404,-1.5584,-0.44243,3.3376,-0.98473,3.0141
15848,1950.365007,17.46468226,1862.475007,-70.42531774,0.34513,3.8028,1.367,-2.0272,-3.0799,-0.59948,-2.9665,1.4696,-2.5682,3.4405,2.6356,-2.1471,2.8837,0.97852,-0.68797,-1.5587,-0.29943,3.3374,-0.98477,3.014
17782,17.32101136,17.15214092,-70.56898864,-70.73785908,0.20738,3.6828,1.2937,-2.1387,-3.09,-0.58516,-2.9607,1.4741,-2.563,3.4456,2.6391,-2.1443,2.8801,0.9781,-0.68772,-1.5591,-0.44197,3.3374,-0.98479,3.0139
19952,16.69159714,16.41391119,-71.19840286,-71.47608881,0.16413,3.6542,1.2406,-2.0974,-3.0601,-0.6404,-2.9517,1.4663,-2.5649,3.4416,2.6311,-2.1448,2.8796,0.97798,-0.68702,-1.5608,-0.44196,3.3374,-0.98482,3.0135
20000,16.52280175,16.41391119,-71.36719825,-71.47608881,0.24507,3.4743,1.2238,-2.0756,-3.0656,-0.60208,-2.9459,1.4616,-2.5585,3.4383,2.634,-2.1438,2.879,0.97799,-0.68734,-1.5616,-0.44179,3.3377,-0.98485,3.0134
22387,14.67953248,13.21437295,-73.21046752,-74.67562705,-0.022203,3.5059,1.0741,-2.0927,-3.0792,-0.67545,-2.9432,1.4638,-2.5792,3.4344,2.6391,-2.1429,2.8805,0.97776,-0.6869,-1.5612,-0.43959,3.3369,-0.98485,3.0136
25118,6.098275987,4.325214905,-81.79172401,-83.5647851,-0.87096,3.8657,1.2367,-2.0782,-3.0833,-0.65112,-2.8941,1.457,-2.5767,3.4355,2.6349,-2.1422,2.8816,0.9765,-0.68694,-1.5622,-0.4367,3.3372,-0.98658,3.0132
28183,0.6509985403,0.3617160312,-87.23900146,-87.52828397,0.36518,3.9019,1.2395,-2.043,-3.0788,-0.64763,-2.9827,1.4567,-2.5666,3.4365,2.6367,-2.1426,2.8818,0.97767,-0.68626,-1.5621,-0.4367,3.3373,-0.98946,3.0138
31622,0.3048603215,0.2471332996,-87.58513968,-87.6428667,0.25901,3.7117,1.1712,-2.0898,-3.117,-0.62748,-2.9585,1.4569,-2.5653,3.4332,2.6355,-2.1431,2.8817,0.97813,-0.68615,-1.5618,-0.43585,3.3373,-0.98956,3.0135
35481,105634.1269,0.1155079425,105546.2369,-87.77449206,0.46015,3.7045,1.2525,-2.0849,-2.4799,-0.61141,-2.9468,1.4593,-2.556,1.4338,2.6359,-2.1412,2.8818,0.97852,-0.68609,-1.5617,-0.43599,3.9485,-0.98951,3.0136
39810,78787.61769,0.05053360545,78699.72769,-87.83946639,0.26952,3.6695,2.1052,-2.1089,-3.6193,-0.6201,-2.9506,1.4609,-2.5511,3.433,2.634,-2.1405,2.8814,0.97875,-0.68625,-1.5618,0.46659,3.3372,-0.98957,3.0136
40040,0.05550493643,0.05053360545,-87.83449506,-87.83946639,0.28306,3.6724,1.2564,-2.1113,-3.0945,-0.61223,-2.9509,1.4597,-2.5503,3.4325,2.6342,-2.1406,2.8811,0.97862,-0.68628,-1.5615,-0.43605,3.3371,-0.98959,3.0135
1,34345199.62,34345199.62,34345519.81,34345519.81,4.7273,1.0309,3.6178,4.0173,0.8889,-0.32761,-3.678,-1.3804,0.83851,-1.2999,4.0633,3.9845,-4.9333,3.9894,4.8987,-4.908,-0.4124,-0.98735,-3.654,-2.0335
2,11573477.8,11573477.8,11573797.99,11573797.99,0.19211,0.13262,0.064098,-0.88235,0.018801,3.6497,-0.37634,-1.2991,4.344,1.6149,-2.2972,3.8687,-2.1703,-4.5042,0.91131,-3.5894,-3.8988,2.6175,0.29546,2.0679
3,35433102.77,11573477.8,35433422.96,11573797.99,4.5529,-0.60364,-1.6483,3.8669,-4.2124,-3.0616,-2.8114,-4.2191,-1.3116,4.194,-0.26101,-4.2968,2.1479,-2.9945,-4.9442,-2.2424,-0.2091,-1.2148,0.2512,-4.1618
4,38370749.39,11573477.8,38371069.58,11573797.99,3.1338,4.5292,-1.4163,0.34071,-3.4133,1.8719,0.13936,-2.8341,0.89576,-0.26944,-1.7553,0.56023,-0.35791,1.1781,-3.0025,0.93204,4.793,-4.5463,0.77122,-4.3511
5,22033148.71,11573477.8,22033468.9,11573797.99,-4.6708,-1.3164,0.0959,2.7558,-4.9792,1.9432,4.9745,-3.699,-3.1511,-0.49015,-0.50449,-1.0223,0.90309,2.6652,-4.7741,4.0322,0.83492,1.0237,3.5653,-3.0775
6,8500655.51,8500655.51,8500975.7,8500975.7,1.2658,-3.1485,-3.6309,-4.1432,-4.3684,2.0644,0.80856,4.4156,0.47356,-1.614,0.39499,1.2546,0.13403,-2.8393,1.0577,-2.7146,-2.0511,3.5637,2.2894,2.536
7,17692271.29,8500655.51,17692591.48,8500975.7,-0.21283,-1.9518,0.64253,-2.6926,4.5447,1.8156,3.1115,1.1696,0.34837,1.9449,-2.5865,-1.2705,-1.6328,4.6805,-3.2863,3.5776,-3.1831,2.0966,-0.91043,3.5755
8,16433685.71,8500655.51,16434005.9,8500975.7,0.097268,3.5739,3.4612,1.4543,-1.9262,0.21565,-2.3705,-4.1503,-3.7617,1.6532,2.7467,4.4528,1.8566,2.0231,0.95331,-0.41957,-4.0102,-0.74063,2.8979,-1.7394
10,29638569.5,8500655.51,29638889.69,8500975.7,-2.4225,1.2226,3.7059,3.6804,-1.4556,4.8869,3.1126,-4.9237,-1.6183,1.3318,4.7606,1.6762,-4.1487,2.0794,-4.6924,-0.71377,-4.2494,-4.9142,-3.1192,0.7763
11,42607128.51,8500655.51,42607448.7,8500975.7,4.8725,1.7407,-4.8322,1.2584,0.10524,1.522,2.9523,-0.42479,-4.6793,-2.5471,-0.23615,-1.4866,2.248,-0.028949,-2.6346,-0.44597,1.4105,-4.777,3.1118,-4.8721
12,44509869.43,8500655.51,44510189.62,8500975.7,4.0717,3.0829,4.8482,0.82766,-0.68724,-4.2028,0.019677,-0.40889,2.9099,-3.6035,-4.6905,-2.4867,2.2452,-1.7016,4.2178,3.5741,-4.9238,0.31352,4.3151,-4.9067
14,44265745.35,8500655.51,44266065.54,8500975.7,-3.7243,3.8574,4.1949,1.6331,4.9305,0.68467,3.5238,-3.7693,-1.7153,-3.3823,-2.4507,2.9024,-1.0132,-4.0565,2.5337,-4.4906,-0.85261,-0.85878,-2.8884,-3.8268
15,39893829.17,8500655.51,39894149.36,8500975.7,-0.93432,-2.4153,3.6858,-1.9973,0.65877,2.8532,-3.9297,-2.6461,-4.8809,-1.1236,-0.8504,1.4623,-1.2473,-3.3607,-3.6222,2.9065,4.6703,3.033,-0.69347,-4.6735
17,3353714.05,3353714.05,3354034.24,3354034.24,-0.51152,-2.1682,0.12241,3.3325,2.0136,-0.95346,0.56441,3.1298,-1.7316,0.9916,0.9548,3.2504,3.8293,-0.59881,-0.87578,-0.28031,1.5993,-1.8532,1.6546,0.6173
19,4942063.549,3353714.05,4942383.739,3354034.24,4.2463,-1.0139,-0.63358,-0.96616,4.5449,1.5918,-2.9053,0.39727,-1.6864,1.6328,1.9097,0.61564,1.5667,-2.328,1.1339,-1.6116,-1.6097,2.6057,1.9395,1.1737
20,22289519.0,3353714.05,22289839.19,3354034.24,2.344,0.65578,1.1448,0.47504,-0.60209,-0.8142,-1.9948,-3.5539,-3.6557,-3.6573,-3.103,-2.1415,-2.8943,-1.956,-2.8962,0.5295,-3.0168,3.8863,-2.7617,2.5864
22,11573477.8,3353714.05,11573797.99,3354034.24,0.19211,0.13262,0.064098,-0.88235,0.018801,3.6497,-0.37634,-1.2991,4.344,1.6149,-2.2972,3.8687,-2.1703,-4.5042,0.91131,-3.5894,-3.8988,2.6175,0.29546,2.0679
25,22033148.71,3353714.05,22033468.9,3354034.24,-4.6708,-1.3164,0.0959,2.7558,-4.9792,1.9432,4.9745,-3.699,-3.1511,-0.49015,-0.50449,-1.0223,0.90309,2.6652,-4.7741,4.0322,0.83492,1.0237,3.5653,-3.0775
28,16433685.71,3353714.05,16434005.9,3354034.24,0.097268,3.5739,3.4612,1.4543,-1.9262,0.21565,-2.3705,-4.1503,-3.7617,1.6532,2.7467,4.4528,1.8566,2.0231,0.95331,-0.41957,-4.0102,-0.74063,2.8979,-1.7394
31,42607128.51,3353714.05,42607448.7,3354034.24,4.8725,1.7407,-4.8322,1.2584,0.10524,1.522,2.9523,-0.42479,-4.6793,-2.5471,-0.23615,-1.4866,2.248,-0.028949,-2.6346,-0.44597,1.4105,-4.777,3.1118,-4.8721
35,39893829.17,3353714.05,39894149.36,3354034.24,-0.93432,-2.4153,3.6858,-1.9973,0.65877,2.8532,-3.9297,-2.6461,-4.8809,-1.1236,-0.8504,1.4623,-1.2473,-3.3607,-3.6222,2.9065,4.6703,3.033,-0.69347,-4.6735
39,4942063.549,3353714.05,4942383.739,3354034.24,4.2463,-1.0139,-0.63358,-0.96616,4.5449,1.5918,-2.9053,0.39727,-1.6864,1.6328,1.9097,0.61564,1.5667,-2.328,1.1339,-1.6116,-1.6097,2.6057,1.9395,1.1737
44,9178980.386,3353714.05,9179300.576,3354034.24,2.0755,4.4792,-0.48617,1.1292,-1.6088,3.6265,0.88705,-2.3017,-0.77632,-0.54745,-0.51127,3.791,-1.3199,1.1281,-1.5135,-1.5023,5.0236,-2.9048,2.5608,-0.85906
50,17928766.08,2203582.5,17929086.27,2203902.69,-0.44454,1.9325,3.6559,2.4019,-5.358,3.4368,4.7336,-3.856,-0.1257,1.4736,4.2679,4.0309,-0.58902,4.5618,-4.6424,-5.0429,-2.8393,-5.0819,1.7082,2.8026
56,24373832.84,2203582.5,24374153.03,2203902.69,1.2238,4.0365,1.7564,-0.84588,-1.398,-3.9109,-4.7302,2.929,8.4972,2.3254,-5.8757,0.40807,2.2254,3.6992,2.384,-0.84722,1.9243,2.0952,-3.9172,-0.70438
63,24080112.91,2166016.782,24080433.1,2166336.972,1.3001,-0.72476,-3.3459,2.2784,-2.6513,-3.8164,-0.68107,-4.21,-1.2616,4.1515,-0.31101,-3.6342,0.26564,-2.6413,-2.9075,-4.3167,2.2926,2.6734,-1.016,-2.3671
70,17928766.08,2166016.782,17929086.27,2166336.972,-0.44454,1.9325,3.6559,2.4019,-5.358,3.4368,4.7336,-3.856,-0.1257,1.4736,4.2679,4.0309,-0.58902,4.5618,-4.6424,-5.0429,-2.8393,-5.0819,1.7082,2.8026
79,3460982.038,2166016.782,3461302.228,2166336.972,4.1963,-2.4967,1.6489,0.17155,3.3305,1.5418,-5.185,3.379,-1.6385,0.049407,2.4913,-0.39354,1.8184,1.1549,1.7126,-0.23383,-0.8331,-0.2302,1.7098,0.9956
89,2726364.055,2166016.782,2726684.245,2166336.972,-0.19875,1.2523,4.7502,-0.075649,6.2706,-3.2789,-4.3124,2.9232,2.7989,-2.2167,7.1692,2.9777,-1.0607,4.4019,1.1655,6.9369,1.4615,-0.23357,2.0569,0.88375
100,8947803.077,1125891.443,8948123.267,1126211.633,0.38178,-3.9106,1.6348,3.891,0.088052,-0.80639,3.8908,1.876,-3.5557,-2.3795,0.46497,2.9007,-5.1122,-2.321,-1.0168,1.4563,-0.25162,3.8868,3.6295,3.3545
112,1125891.443,1125891.443,1126211.633,1126211.633,3.1952,3.6827,5.1955,0.59376,1.4564,-2.861,-4.7712,-1.7511,3.2015,-3.7941,-4.1652,-1.3393,1.5101,0.012043,2.9243,1.9653,1.1152,0.9499,2.142,0.99368
125,3914337.019,1125891.443,3914657.209,1126211.633,-1.1079,-1.6154,4.0602,3.7446,-5.1705,-2.2892,5.1722,-3.643,-0.21586,1.9841,-1.5781,-0.7103,2.321,-0.16689,-1.8102,0.36864,-0.41623,-1.2262,2.9293,2.1387
141,8761066.544,1125891.443,8761386.734,1126211.633,3.1097,0.16477,0.63868,6.901,5.2338,-2.618,-2.4154,0.94507,2.5965,2.7005,2.0573,4.3081,1.346,-1.1351,3.3954,-1.9448,-0.19197,-1.766,-0.31031,2.2302
158,1496363.698,1125891.443,1496683.888,1126211.633,-0.14383,-2.1911,4.9243,2.1501,-3.5074,-2.2207,1.9203,3.2665,1.3856,-2.6922,-2.3311,-1.6519,-0.3168,-0.98515,-2.938,2.6655,1.8826,-0.60004,2.8544,1.0567
177,4038772.873,1125891.443,4039093.063,1126211.633,-0.53675,-2.3511,-3.7751,0.69332,1.908,-1.4676,-1.4249,1.7232,-0.51369,4.0578,2.9495,1.4149,3.9645,4.0978,-1.4389,-0.2024,2.2493,1.3148,2.0395,-0.075168
199,3460982.038,1125891.443,3461302.228,1126211.633,4.1963,-2.4967,1.6489,0.17155,3.3305,1.5418,-5.185,3.379,-1.6385,0.049407,2.4913,-0.39354,1.8184,1.1549,1.7126,-0.23383,-0.8331,-0.2302,1.7098,0.9956
200,7151078.009,1125891.443,7151398.199,1126211.633,0.82132,1.5487,-1.0292,1.0007,-2.9133,-1.8975,-1.3561,3.6517,-3.5557,-3.6287,-3.5956,-1.2843,-7.4301,-1.0212,-1.9802,0.97363,-2.3643,2.0021,0.51399,1.0319
223,1058615.902,923062.8632,1058936.092,923383.0532,2.0048,-1.6324,2.7839,1.1145,1.3891,-4.7383,-4.0537,-0.18817,-0.95074,0.616,0.50466,1.4576,-0.86684,-0.32815,1.596,1.6723,4.0407,-0.89835,3.216,1.1578
251,6888375.179,485589.456,6888695.369,485909.646,0.025077,-0.9488,0.56214,0.0050726,1.8317,-3.7425,3.1787,-1.8076,1.0072,-9.2931,-3.4167,-0.90978,-3.8915,4.8131,1.4246,2.3703,2.7832,-1.3998,-0.010418,0.065229
281,1678556.232,485589.456,1678876.422,485909.646,-0.72233,1.767,3.2834,2.7842,8.1704,-7.5852,3.0098,-1.9138,-0.38599,-1.7273,0.19689,-0.10062,-3.1211,-0.79048,4.6891,1.871,6.0042,0.54743,1.6582,1.6727
316,3446612.906,485589.456,3446933.096,485909.646,1.2196,3.3575,-0.52988,-1.8506,4.6212,2.8859,-3.7834,1.3382,5.4936,4.0659,-0.53804,0.52126,0.57547,-0.16482,2.4781,2.1283,2.0283,-0.10334,0.50265,0.44389
354,978008.9317,485589.456,978329.1217,485909.646,2.3543,3.0111,0.68256,4.7192,3.1269,-4.3173,4.2025,0.8047,-3.8435,0.64001,-1.5773,0.49914,0.40255,-3.4219,-0.18037,0.27143,4.0259,0.29084,3.0775,0.64659
398,946413.2082,407967.1344,946733.3982,408287.3244,2.0158,-6.4534,5.3156,2.2157,-1.3127,-3.7397,1.3203,0.20592,1.7062,-1.8611,-0.12362,0.54143,-1.6737,-2.067,1.4379,1.8328,3.0296,-0.90318,2.8847,1.6482
446,605837.9338,394353.1433,606158.1238,394673.3333,1.6127,9.5727,-3.9053,0.2141,-2.5029,1.3274,-1.1873,-2.7762,-3.5769,0.92875,-2.3037,-1.4415,-1.4098,1.2971,-0.83871,4.3217,3.5788,0.41403,2.0107,1.3903
501,407967.1344,242619.1886,408287.3244,242939.3786,1.9808,-4.2718,5.7648,1.0187,10.453,-4.5226,1.7442,-2.8578,1.9611,-1.2652,-0.99785,-1.4994,-1.6181,2.832,1.2569,2.9388,3.5537,0.34307,2.5766,1.4544
562,1354301.683,219795.3344,1354621.873,220115.5244,2.099,2.3106,3.3465,0.018295,8.4686,2.1408,2.0816,-2.7062,-0.95975,-0.29878,0.43729,0.14109,-10.782,1.3705,2.9691,3.5029,3.5827,0.27448,2.0942,1.4469
630,427638.0007,134377.991,427958.1907,134698.181,3.5279,-0.54517,6.4731,2.2502,-14.418,1.0795,7.9521,-6.0105,5.5779,-2.9184,-1.999,4.7585,0.09722,2.2832,1.2864,2.1224,2.937,0.22552,2.2729,1.2594
707,134377.991,61147.53083,134698.181,61467.72083,1.0899,-3.2748,2.8629,6.3126,4.5342,-8.9582,3.106,1.353,-2.1249,0.97142,-4.311,0.041844,-0.51398,-0.88907,0.50689,2.055,3.5797,0.66895,2.8818,1.2695
794,198698.4537,61147.53083,199018.6437,61467.72083,2.5235,0.030095,10.119,8.8585,9.5056,-7.7352,1.2414,-3.3965,-5.8486,-3.36,0.75653,-1.4038,0.77091,-1.4094,1.7512,2.6987,3.4376,-0.010443,2.7193,1.4685
891,109365.0275,53158.57888,109685.2175,53478.76888,2.1824,-4.692,-1.9619,2.125,0.27238,-5.8129,-3.1619,0.17797,1.4296,0.082517,-0.45275,4.645,-0.59298,-1.1565,0.45346,2.056,3.9899,0.66801,2.7646,1.2656
1000,141567.659,36948.51628,141887.849,37268.70628,2.3937,-2.933,2.9397,10.589,1.9871,1.322,-4.2417,-1.9741,-1.6113,-3.0325,-0.42072,-0.41889,-0.73099,-1.8972,2.6437,2.5322,3.9966,0.78377,2.7215,1.4625
1122,307372.2917,27272.58742,307692.4817,27592.77742,4.5356,-0.056321,2.9291,3.8054,9.7902,2.0305,-3.8144,-9.879,2.0579,3.1955,-0.64954,0.74059,0.31012,-2.3475,0.99951,0.41998,3.7521,0.66789,2.6767,1.3485
1258,3182885.047,23435.76997,3183205.237,23755.95997,4.6564,-7.017,2.0628,1.666,3.0416,-1.3315,1.3452,0.16371,-3.7303,2.3876,-0.67966,1.0075,0.85077,-2.196,1.8259,2.4933,3.7535,0.84724,2.7018,-0.31146
1412,22408.91319,14592.29382,22729.10319,14912.48382,6.6713,-4.6924,10.833,9.1181,2.5103,1.0913,-1.7424,-2.7996,-3.5048,1.4233,-1.457,3.5949,0.032088,-2.1072,1.3002,2.5548,3.5496,0.84323,2.5368,1.3192
1584,16583.6371,9747.402911,16903.8271,10067.59291,3.0407,1.4602,-3.9656,10.284,-8.7096,-0.98512,1.9966,-2.57,-4.3275,1.4372,-0.97874,2.7382,0.18987,-2.0118,0.81458,2.6016,3.5959,0.80427,2.6438,1.3458
1778,405633.2022,8022.875982,405953.3922,8343.065982,4.9771,-10.948,2.232,6.5905,2.0538,-4.6757,2.9974,-3.5511,-2.822,0.4084,-0.57483,2.9234,0.94751,-1.7286,1.4391,2.6653,3.7444,-0.52922,2.6383,1.319
1995,8784.442186,5490.627871,9104.632186,5810.817871,6.8656,-1.8831,6.991,7.8967,5.7071,-3.7451,1.3426,-3.6505,-3.0187,1.2091,-0.70171,2.6654,0.77886,-1.8607,1.3212,2.6371,3.66,0.72952,2.605,1.325
2000,7691.279503,5490.627871,8011.469503,5810.817871,7.7729,-0.98535,-0.81117,9.7976,-6.1388,-2.8676,1.1624,-2.0041,-4.1849,1.8221,-1.1513,2.2083,0.69823,-1.878,1.2905,2.6738,3.713,0.69268,2.6023,1.3362
2238,5490.627871,4284.960006,5810.817871,4605.150006,5.2983,-10.771,2.7664,5.6865,1.0364,-3.0116,3.7119,-1.9403,-3.5571,0.12636,-0.46424,2.8062,0.68461,-1.8791,1.2091,2.6349,3.5881,0.71615,2.6114,1.3193
2511,7331.17963,2956.413149,7651.36963,3276.603149,8.1415,-7.7871,4.9889,5.5554,3.9679,-4.8957,1.2212,-2.1486,-5.3296,0.43855,-1.29,2.4014,0.83407,-1.9075,1.2042,2.5896,3.5853,0.72057,2.5946,1.3478
